Element,Rotation axis,GB type,Crystal type,Potential,Sigma,GB plane,Misorientation Angle (°),GB energy (J/m²),Free volume (nm)
Cu,[100],TWGB,FCC,MACE,29,(1 0 0),43.6,1.10,0.0282
Cu,[100],TWGB,FCC,MACE,29,(1 0 0),46.4,1.10,0.0282
Cu,[100],TWGB,FCC,MACE,5,(1 0 0),53.13,1.07,0.0276
Cu,[100],TWGB,FCC,MACE,17,(1 0 0),61.93,1.02,0.0251
Cu,[100],TWGB,FCC,MACE,13,(1 0 0),67.38,0.95,0.0240
Cu,[100],TWGB,FCC,MACE,37,(1 0 0),71.08,0.90,0.0229
Cu,[100],TWGB,FCC,MACE,25,(1 0 0),73.74,0.85,0.0220
Cu,[100],TWGB,FCC,MACE,41,(1 0 0),77.32,0.77,0.0202
Cu,[100],TWGB,FCC,MEAM,265,(1 0 0),4.98,0.39,0.0073
Cu,[100],TWGB,FCC,MEAM,221,(1 0 0),5.45,0.42,0.0081
Cu,[100],TWGB,FCC,MEAM,181,(1 0 0),6.03,0.45,0.0085
Cu,[100],TWGB,FCC,MEAM,145,(1 0 0),6.73,0.48,0.0093
Cu,[100],TWGB,FCC,MEAM,257,(1 0 0),7.15,0.51,0.0105
Cu,[100],TWGB,FCC,MEAM,113,(1 0 0),7.63,0.52,0.0100
Cu,[100],TWGB,FCC,MEAM,197,(1 0 0),8.17,0.56,0.0116
Cu,[100],TWGB,FCC,MEAM,85,(1 0 0),8.8,0.56,0.0108
Cu,[100],TWGB,FCC,MEAM,61,(1 0 0),10.39,0.60,0.0122
Cu,[100],TWGB,FCC,MEAM,101,(1 0 0),11.42,0.65,0.0145
Cu,[100],TWGB,FCC,MEAM,41,(1 0 0),12.68,0.66,0.0136
Cu,[100],TWGB,FCC,MEAM,25,(1 0 0),16.26,0.73,0.0155
Cu,[100],TWGB,FCC,MEAM,37,(1 0 0),18.92,0.76,0.0171
Cu,[100],TWGB,FCC,MEAM,13,(1 0 0),22.62,0.78,0.0184
Cu,[100],TWGB,FCC,MEAM,89,(1 0 0),25.99,0.81,0.0204
Cu,[100],TWGB,FCC,MEAM,17,(1 0 0),28.07,0.84,0.0204
Cu,[100],TWGB,FCC,MEAM,53,(1 0 0),31.89,0.82,0.0216
Cu,[100],TWGB,FCC,MEAM,109,(1 0 0),33.4,0.83,0.0221
Cu,[100],TWGB,FCC,MEAM,5,(1 0 0),36.87,0.79,0.0230
Cu,[100],TWGB,FCC,MEAM,73,(1 0 0),41.11,0.81,0.0224
Cu,[100],TWGB,FCC,MEAM,97,(1 0 0),42.08,0.81,0.0223
Cu,[100],TWGB,FCC,MEAM,29,(1 0 0),43.6,0.81,0.0222
Cu,[100],TWGB,FCC,MEAM,29,(1 0 0),46.4,0.81,0.0222
Cu,[100],TWGB,FCC,MEAM,97,(1 0 0),47.92,0.81,0.0223
Cu,[100],TWGB,FCC,MEAM,73,(1 0 0),48.89,0.81,0.0224
Cu,[100],TWGB,FCC,MEAM,5,(1 0 0),53.13,0.79,0.0230
Cu,[100],TWGB,FCC,MEAM,109,(1 0 0),56.6,0.83,0.0221
Cu,[100],TWGB,FCC,MEAM,53,(1 0 0),58.11,0.82,0.0216
Cu,[100],TWGB,FCC,MEAM,17,(1 0 0),61.93,0.84,0.0204
Cu,[100],TWGB,FCC,MEAM,89,(1 0 0),64.01,0.81,0.0204
Cu,[100],TWGB,FCC,MEAM,13,(1 0 0),67.38,0.78,0.0184
Cu,[100],TWGB,FCC,MEAM,37,(1 0 0),71.08,0.76,0.0171
Cu,[100],TWGB,FCC,MEAM,25,(1 0 0),73.74,0.73,0.0155
Cu,[100],TWGB,FCC,MEAM,41,(1 0 0),77.32,0.66,0.0136
Cu,[100],TWGB,FCC,MEAM,101,(1 0 0),78.58,0.65,0.0145
Cu,[100],TWGB,FCC,MEAM,61,(1 0 0),79.61,0.60,0.0122
Cu,[100],TWGB,FCC,MEAM,85,(1 0 0),81.2,0.56,0.0108
Cu,[100],TWGB,FCC,MEAM,197,(1 0 0),81.83,0.56,0.0116
Cu,[100],TWGB,FCC,MEAM,113,(1 0 0),82.37,0.52,0.0100
Cu,[100],TWGB,FCC,MEAM,257,(1 0 0),82.85,0.51,0.0105
Cu,[100],TWGB,FCC,MEAM,145,(1 0 0),83.27,0.48,0.0093
Cu,[100],TWGB,FCC,MEAM,181,(1 0 0),83.97,0.45,0.0085
Cu,[100],TWGB,FCC,MEAM,221,(1 0 0),84.55,0.42,0.0081
Cu,[100],TWGB,FCC,MEAM,265,(1 0 0),85.02,0.39,0.0073
Cu,[100],TWGB,FCC,ORB,25,(1 0 0),16.26,1.00,0.0233
Cu,[100],TWGB,FCC,ORB,37,(1 0 0),18.92,1.05,0.0218
Cu,[100],TWGB,FCC,ORB,13,(1 0 0),22.62,1.12,0.0267
Cu,[100],TWGB,FCC,ORB,17,(1 0 0),28.07,1.19,0.0272
Cu,[100],TWGB,FCC,ORB,5,(1 0 0),36.87,1.25,0.0279
Cu,[100],TWGB,FCC,ORB,29,(1 0 0),43.6,1.27,0.0249
Cu,[100],TWGB,FCC,ORB,29,(1 0 0),46.4,1.27,0.0249
Cu,[100],TWGB,FCC,ORB,5,(1 0 0),53.13,1.25,0.0279
Cu,[100],TWGB,FCC,ORB,17,(1 0 0),61.93,1.19,0.0272
Cu,[100],TWGB,FCC,ORB,13,(1 0 0),67.38,1.12,0.0267
Cu,[100],TWGB,FCC,ORB,37,(1 0 0),71.08,1.05,0.0218
Cu,[100],TWGB,FCC,ORB,25,(1 0 0),73.74,1.00,0.0233
Cu,[100],TWGB,FCC,SNAP,265,(1 0 0),4.98,0.33,0.0062
Cu,[100],TWGB,FCC,SNAP,221,(1 0 0),5.45,0.35,0.0064
Cu,[100],TWGB,FCC,SNAP,181,(1 0 0),6.03,0.37,0.0067
Cu,[100],TWGB,FCC,SNAP,145,(1 0 0),6.73,0.40,0.0068
Cu,[100],TWGB,FCC,SNAP,257,(1 0 0),7.15,0.41,0.0072
Cu,[100],TWGB,FCC,SNAP,113,(1 0 0),7.63,0.42,0.0073
Cu,[100],TWGB,FCC,SNAP,197,(1 0 0),8.17,0.44,0.0078
Cu,[100],TWGB,FCC,SNAP,85,(1 0 0),8.8,0.46,0.0080
Cu,[100],TWGB,FCC,SNAP,61,(1 0 0),10.39,0.50,0.0081
Cu,[100],TWGB,FCC,SNAP,101,(1 0 0),11.42,0.52,0.0088
Cu,[100],TWGB,FCC,SNAP,41,(1 0 0),12.68,0.55,0.0089
Cu,[100],TWGB,FCC,SNAP,25,(1 0 0),16.26,0.62,0.0099
Cu,[100],TWGB,FCC,SNAP,37,(1 0 0),18.92,0.66,0.0097
Cu,[100],TWGB,FCC,SNAP,13,(1 0 0),22.62,0.71,0.0102
Cu,[100],TWGB,FCC,SNAP,89,(1 0 0),25.99,0.75,0.0112
Cu,[100],TWGB,FCC,SNAP,17,(1 0 0),28.07,0.76,0.0115
Cu,[100],TWGB,FCC,SNAP,53,(1 0 0),31.89,0.80,0.0127
Cu,[100],TWGB,FCC,SNAP,109,(1 0 0),33.4,0.81,0.0131
Cu,[100],TWGB,FCC,SNAP,5,(1 0 0),36.87,0.80,0.0133
Cu,[100],TWGB,FCC,SNAP,73,(1 0 0),41.11,0.84,0.0146
Cu,[100],TWGB,FCC,SNAP,97,(1 0 0),42.08,0.84,0.0148
Cu,[100],TWGB,FCC,SNAP,29,(1 0 0),43.6,0.84,0.0146
Cu,[100],TWGB,FCC,SNAP,29,(1 0 0),46.4,0.84,0.0146
Cu,[100],TWGB,FCC,SNAP,97,(1 0 0),47.92,0.84,0.0148
Cu,[100],TWGB,FCC,SNAP,73,(1 0 0),48.89,0.84,0.0146
Cu,[100],TWGB,FCC,SNAP,5,(1 0 0),53.13,0.80,0.0133
Cu,[100],TWGB,FCC,SNAP,109,(1 0 0),56.6,0.81,0.0131
Cu,[100],TWGB,FCC,SNAP,53,(1 0 0),58.11,0.80,0.0127
Cu,[100],TWGB,FCC,SNAP,17,(1 0 0),61.93,0.76,0.0115
Cu,[100],TWGB,FCC,SNAP,89,(1 0 0),64.01,0.75,0.0112
Cu,[100],TWGB,FCC,SNAP,13,(1 0 0),67.38,0.71,0.0102
Cu,[100],TWGB,FCC,SNAP,37,(1 0 0),71.08,0.66,0.0097
Cu,[100],TWGB,FCC,SNAP,25,(1 0 0),73.74,0.62,0.0099
Cu,[100],TWGB,FCC,SNAP,41,(1 0 0),77.32,0.55,0.0089
Cu,[100],TWGB,FCC,SNAP,101,(1 0 0),78.58,0.52,0.0088
Cu,[100],TWGB,FCC,SNAP,61,(1 0 0),79.61,0.50,0.0081
Cu,[100],TWGB,FCC,SNAP,85,(1 0 0),81.2,0.46,0.0080
Cu,[100],TWGB,FCC,SNAP,197,(1 0 0),81.83,0.44,0.0078
Cu,[100],TWGB,FCC,SNAP,113,(1 0 0),82.37,0.42,0.0073
Cu,[100],TWGB,FCC,SNAP,257,(1 0 0),82.85,0.41,0.0072
Cu,[100],TWGB,FCC,SNAP,145,(1 0 0),83.27,0.40,0.0068
Cu,[100],TWGB,FCC,SNAP,181,(1 0 0),83.97,0.37,0.0067
Cu,[100],TWGB,FCC,SNAP,221,(1 0 0),84.55,0.35,0.0064
Cu,[100],TWGB,FCC,SNAP,265,(1 0 0),85.02,0.33,0.0062
Cu,[100],TWGB,FCC,SevenNet,41,(1 0 0),12.68,0.73,0.0197
Cu,[100],TWGB,FCC,SevenNet,25,(1 0 0),16.26,0.80,0.0217
Cu,[100],TWGB,FCC,SevenNet,37,(1 0 0),18.92,0.85,0.0228
Cu,[100],TWGB,FCC,SevenNet,13,(1 0 0),22.62,0.89,0.0241
Cu,[100],TWGB,FCC,SevenNet,17,(1 0 0),28.07,0.95,0.0256
Cu,[100],TWGB,FCC,SevenNet,5,(1 0 0),36.87,0.98,0.0272
Cu,[100],TWGB,FCC,SevenNet,29,(1 0 0),43.6,1.00,0.0279
Cu,[100],TWGB,FCC,SevenNet,29,(1 0 0),46.4,1.00,0.0279
Cu,[100],TWGB,FCC,SevenNet,5,(1 0 0),53.13,0.98,0.0272
Cu,[100],TWGB,FCC,SevenNet,17,(1 0 0),61.93,0.95,0.0256
Cu,[100],TWGB,FCC,SevenNet,13,(1 0 0),67.38,0.89,0.0241
Cu,[100],TWGB,FCC,SevenNet,37,(1 0 0),71.08,0.85,0.0228
Cu,[100],TWGB,FCC,SevenNet,25,(1 0 0),73.74,0.80,0.0217
Cu,[100],TWGB,FCC,SevenNet,41,(1 0 0),77.32,0.73,0.0197
Cu,[100],TWGB,FCC,UMA,41,(1 0 0),12.68,0.90,0.0292
Cu,[100],TWGB,FCC,UMA,25,(1 0 0),16.26,0.98,0.0311
Cu,[100],TWGB,FCC,UMA,37,(1 0 0),18.92,1.03,0.0321
Cu,[100],TWGB,FCC,UMA,13,(1 0 0),22.62,1.08,0.0332
Cu,[100],TWGB,FCC,UMA,17,(1 0 0),28.07,1.15,0.0346
Cu,[100],TWGB,FCC,UMA,5,(1 0 0),36.87,1.19,0.0365
Cu,[100],TWGB,FCC,UMA,29,(1 0 0),43.6,1.21,0.0372
Cu,[100],TWGB,FCC,UMA,29,(1 0 0),46.4,1.21,0.0372
Cu,[100],TWGB,FCC,UMA,5,(1 0 0),53.13,1.19,0.0365
Cu,[100],TWGB,FCC,UMA,17,(1 0 0),61.93,1.15,0.0346
Cu,[100],TWGB,FCC,UMA,13,(1 0 0),67.38,1.08,0.0332
Cu,[100],TWGB,FCC,UMA,37,(1 0 0),71.08,1.03,0.0321
Cu,[100],TWGB,FCC,UMA,25,(1 0 0),73.74,0.98,0.0311
Cu,[100],TWGB,FCC,UMA,41,(1 0 0),77.32,0.90,0.0292
Cu,[100],TWGB,FCC,UNEP,265,(1 0 0),4.98,0.31,0.0159
Cu,[100],TWGB,FCC,UNEP,221,(1 0 0),5.45,0.32,0.0152
Cu,[100],TWGB,FCC,UNEP,181,(1 0 0),6.03,0.34,0.0158
Cu,[100],TWGB,FCC,UNEP,145,(1 0 0),6.73,0.37,0.0165
Cu,[100],TWGB,FCC,UNEP,113,(1 0 0),7.63,0.39,0.0178
Cu,[100],TWGB,FCC,UNEP,85,(1 0 0),8.8,0.43,0.0191
Cu,[100],TWGB,FCC,UNEP,61,(1 0 0),10.39,0.47,0.0202
Cu,[100],TWGB,FCC,UNEP,41,(1 0 0),12.68,0.52,0.0219
Cu,[100],TWGB,FCC,UNEP,25,(1 0 0),16.26,0.58,0.0235
Cu,[100],TWGB,FCC,UNEP,13,(1 0 0),22.62,0.67,0.0254
Cu,[100],TWGB,FCC,UNEP,89,(1 0 0),25.99,0.71,0.0267
Cu,[100],TWGB,FCC,UNEP,5,(1 0 0),36.87,0.76,0.0345
Cu,[100],TWGB,FCC,UNEP,97,(1 0 0),42.08,0.77,0.0294
Cu,[100],TWGB,FCC,UNEP,29,(1 0 0),46.4,0.77,0.0292
Cu,[100],TWGB,FCC,UNEP,73,(1 0 0),48.89,0.77,0.0293
Cu,[100],TWGB,FCC,UNEP,109,(1 0 0),56.6,0.76,0.0289
Cu,[100],TWGB,FCC,UNEP,53,(1 0 0),58.11,0.75,0.0286
Cu,[100],TWGB,FCC,UNEP,17,(1 0 0),61.93,0.73,0.0267
Cu,[100],TWGB,FCC,UNEP,37,(1 0 0),71.08,0.63,0.0244
Cu,[100],TWGB,FCC,UNEP,101,(1 0 0),78.58,0.49,0.0211
Cu,[100],TWGB,FCC,UNEP,197,(1 0 0),81.83,0.41,0.0186
Cu,[100],TWGB,FCC,UNEP,257,(1 0 0),82.85,0.38,0.0176
Cu,[100],TWGB,FCC,eSEN,85,(1 0 0),8.8,0.44,0.0211
Cu,[100],TWGB,FCC,eSEN,61,(1 0 0),10.39,0.48,0.0224
Cu,[100],TWGB,FCC,eSEN,101,(1 0 0),11.42,0.50,0.0232
Cu,[100],TWGB,FCC,eSEN,41,(1 0 0),12.68,0.53,0.0240
Cu,[100],TWGB,FCC,eSEN,25,(1 0 0),16.26,0.58,0.0257
Cu,[100],TWGB,FCC,eSEN,37,(1 0 0),18.92,0.62,0.0268
Cu,[100],TWGB,FCC,eSEN,13,(1 0 0),22.62,0.65,0.0276
Cu,[100],TWGB,FCC,eSEN,89,(1 0 0),25.99,0.67,0.0286
Cu,[100],TWGB,FCC,eSEN,17,(1 0 0),28.07,0.69,0.0290
Cu,[100],TWGB,FCC,eSEN,53,(1 0 0),31.89,0.70,0.0296
Cu,[100],TWGB,FCC,eSEN,109,(1 0 0),33.4,0.71,0.0298
Cu,[100],TWGB,FCC,eSEN,5,(1 0 0),36.87,0.70,0.0301
Cu,[100],TWGB,FCC,eSEN,73,(1 0 0),41.11,0.72,0.0307
Cu,[100],TWGB,FCC,eSEN,29,(1 0 0),43.6,0.72,0.0308
Cu,[100],TWGB,FCC,eSEN,29,(1 0 0),46.4,0.72,0.0308
Cu,[100],TWGB,FCC,eSEN,73,(1 0 0),48.89,0.72,0.0307
Cu,[100],TWGB,FCC,eSEN,5,(1 0 0),53.13,0.70,0.0301
Cu,[100],TWGB,FCC,eSEN,109,(1 0 0),56.6,0.71,0.0298
Cu,[100],TWGB,FCC,eSEN,53,(1 0 0),58.11,0.70,0.0296
Cu,[100],TWGB,FCC,eSEN,17,(1 0 0),61.93,0.69,0.0290
Cu,[100],TWGB,FCC,eSEN,89,(1 0 0),64.01,0.67,0.0286
Cu,[100],TWGB,FCC,eSEN,13,(1 0 0),67.38,0.65,0.0276
Cu,[100],TWGB,FCC,eSEN,37,(1 0 0),71.08,0.62,0.0268
Cu,[100],TWGB,FCC,eSEN,25,(1 0 0),73.74,0.58,0.0257
Cu,[100],TWGB,FCC,eSEN,41,(1 0 0),77.32,0.53,0.0240
Cu,[100],TWGB,FCC,eSEN,101,(1 0 0),78.58,0.50,0.0232
Cu,[100],TWGB,FCC,eSEN,61,(1 0 0),79.61,0.48,0.0224
Cu,[100],TWGB,FCC,eSEN,85,(1 0 0),81.2,0.44,0.0211
Cu,[110],STGB,FCC,ADP,289,(1 -1 24),6.74,0.57,0.0092
Cu,[110],STGB,FCC,ADP,243,(-11 11 1),7.36,0.79,0.0174
Cu,[110],STGB,FCC,ADP,201,(-10 10 1),8.09,0.80,0.0179
Cu,[110],STGB,FCC,ADP,291,(1 -1 17),9.51,0.89,0.0199
Cu,[110],STGB,FCC,ADP,129,(-8 8 1),10.1,0.81,0.0189
Cu,[110],STGB,FCC,ADP,227,(-15 15 2),10.77,1.02,0.0231
Cu,[110],STGB,FCC,ADP,99,(-7 7 1),11.54,0.91,0.0168
Cu,[110],STGB,FCC,ADP,73,(-6 6 1),13.44,0.91,0.0170
Cu,[110],STGB,FCC,ADP,51,(-5 5 1),16.1,0.93,0.0188
Cu,[110],STGB,FCC,ADP,83,(-9 9 2),17.86,1.10,0.0276
Cu,[110],STGB,FCC,ADP,33,(-4 4 1),20.05,0.94,0.0203
Cu,[110],STGB,FCC,ADP,19,(-3 3 1),26.53,0.94,0.0183
Cu,[110],STGB,FCC,ADP,27,(-5 5 2),31.59,1.08,0.0282
Cu,[110],STGB,FCC,ADP,89,(-2 2 -9),34.89,1.23,0.0327
Cu,[110],STGB,FCC,ADP,9,(-1 1 -4),38.94,0.77,0.0174
Cu,[110],STGB,FCC,ADP,57,(-2 2 -7),44,1.11,0.0267
Cu,[110],STGB,FCC,ADP,59,(-5 5 3),45.98,0.82,0.0179
Cu,[110],STGB,FCC,ADP,11,(-3 3 2),50.48,0.91,0.0225
Cu,[110],STGB,FCC,ADP,41,(-3 3 -8),55.88,0.73,0.0145
Cu,[110],STGB,FCC,ADP,97,(-5 5 -12),61.02,0.93,0.0182
Cu,[110],STGB,FCC,ADP,67,(-3 3 -7),62.44,0.79,0.0137
Cu,[110],STGB,FCC,ADP,3,(-1 1 1),70.53,0.07,0.0009
Cu,[110],STGB,FCC,ADP,81,(7 -7 -8),77.88,0.76,0.0159
Cu,[110],STGB,FCC,ADP,43,(5 -5 -6),80.63,0.75,0.0163
Cu,[110],STGB,FCC,ADP,17,(3 -3 -4),86.63,0.80,0.0152
Cu,[110],STGB,FCC,EAM,289,(1 -1 24),6.74,0.58,0.0090
Cu,[110],STGB,FCC,EAM,243,(-11 11 1),7.36,0.79,0.0174
Cu,[110],STGB,FCC,EAM,201,(-10 10 1),8.09,0.80,0.0177
Cu,[110],STGB,FCC,EAM,291,(1 -1 17),9.51,0.88,0.0199
Cu,[110],STGB,FCC,EAM,129,(-8 8 1),10.1,0.81,0.0190
Cu,[110],STGB,FCC,EAM,227,(-15 15 2),10.77,1.02,0.0231
Cu,[110],STGB,FCC,EAM,99,(-7 7 1),11.54,0.92,0.0168
Cu,[110],STGB,FCC,EAM,73,(-6 6 1),13.44,0.91,0.0171
Cu,[110],STGB,FCC,EAM,51,(-5 5 1),16.1,0.94,0.0183
Cu,[110],STGB,FCC,EAM,83,(-9 9 2),17.86,1.10,0.0274
Cu,[110],STGB,FCC,EAM,33,(-4 4 1),20.05,0.93,0.0206
Cu,[110],STGB,FCC,EAM,19,(-3 3 1),26.53,0.89,0.0216
Cu,[110],STGB,FCC,EAM,27,(-5 5 2),31.59,1.08,0.0287
Cu,[110],STGB,FCC,EAM,89,(-2 2 -9),34.89,1.23,0.0327
Cu,[110],STGB,FCC,EAM,9,(-1 1 -4),38.94,0.75,0.0177
Cu,[110],STGB,FCC,EAM,57,(-2 2 -7),44,1.11,0.0268
Cu,[110],STGB,FCC,EAM,59,(-5 5 3),45.98,0.82,0.0180
Cu,[110],STGB,FCC,EAM,11,(-3 3 2),50.48,0.91,0.0226
Cu,[110],STGB,FCC,EAM,41,(-3 3 -8),55.88,0.72,0.0140
Cu,[110],STGB,FCC,EAM,97,(-5 5 -12),61.02,0.93,0.0179
Cu,[110],STGB,FCC,EAM,67,(-3 3 -7),62.44,0.79,0.0139
Cu,[110],STGB,FCC,EAM,3,(-1 1 1),70.53,0.07,0.0009
Cu,[110],STGB,FCC,EAM,81,(7 -7 -8),77.88,0.76,0.0161
Cu,[110],STGB,FCC,EAM,43,(5 -5 -6),80.63,0.74,0.0164
Cu,[110],STGB,FCC,EAM,17,(3 -3 -4),86.63,0.80,0.0156
Cu,[110],STGB,FCC,GRACE,289,(1 -1 24),6.74,0.47,0.0093
Cu,[110],STGB,FCC,GRACE,243,(-11 11 1),7.36,0.54,0.0179
Cu,[110],STGB,FCC,GRACE,201,(-10 10 1),8.09,0.56,0.0177
Cu,[110],STGB,FCC,GRACE,291,(1 -1 17),9.51,0.62,0.0200
Cu,[110],STGB,FCC,GRACE,129,(-8 8 1),10.1,0.64,0.0204
Cu,[110],STGB,FCC,GRACE,227,(-15 15 2),10.77,0.66,0.0211
Cu,[110],STGB,FCC,GRACE,99,(-7 7 1),11.54,0.58,0.0132
Cu,[110],STGB,FCC,GRACE,73,(-6 6 1),13.44,0.61,0.0158
Cu,[110],STGB,FCC,GRACE,51,(-5 5 1),16.1,0.68,0.0176
Cu,[110],STGB,FCC,GRACE,83,(-9 9 2),17.86,0.78,0.0279
Cu,[110],STGB,FCC,GRACE,33,(-4 4 1),20.05,0.71,0.0187
Cu,[110],STGB,FCC,GRACE,19,(-3 3 1),26.53,0.74,0.0193
Cu,[110],STGB,FCC,GRACE,27,(-5 5 2),31.59,0.89,0.0305
Cu,[110],STGB,FCC,GRACE,89,(-2 2 -9),34.89,0.88,0.0303
Cu,[110],STGB,FCC,GRACE,57,(-2 2 -7),44,0.86,0.0310
Cu,[110],STGB,FCC,GRACE,59,(-5 5 3),45.98,0.60,0.0124
Cu,[110],STGB,FCC,GRACE,11,(-3 3 2),50.48,0.80,0.0270
Cu,[110],STGB,FCC,GRACE,41,(-3 3 -8),55.88,0.71,0.0241
Cu,[110],STGB,FCC,GRACE,97,(-5 5 -12),61.02,0.68,0.0147
Cu,[110],STGB,FCC,GRACE,67,(-3 3 -7),62.44,0.52,0.0233
Cu,[110],STGB,FCC,GRACE,3,(-1 1 1),70.53,0.03,0.0010
Cu,[110],STGB,FCC,GRACE,81,(7 -7 -8),77.88,0.46,0.0118
Cu,[110],STGB,FCC,GRACE,43,(5 -5 -6),80.63,0.53,0.0139
Cu,[110],STGB,FCC,GRACE,17,(3 -3 -4),86.63,0.67,0.0093
Cu,[110],STGB,FCC,MACE,51,(-5 5 1),16.1,0.62,0.0170
Cu,[110],STGB,FCC,MACE,33,(-4 4 1),20.05,0.98,0.1255
Cu,[110],STGB,FCC,MACE,19,(-3 3 1),26.53,0.95,0.0272
Cu,[110],STGB,FCC,MACE,27,(-5 5 2),31.59,0.82,0.0278
Cu,[110],STGB,FCC,MACE,9,(-1 1 -4),38.94,0.84,0.0253
Cu,[110],STGB,FCC,MACE,57,(-2 2 -7),44,0.79,0.0274
Cu,[110],STGB,FCC,MACE,11,(-3 3 2),50.48,0.77,0.0047
Cu,[110],STGB,FCC,MACE,41,(-3 3 -8),55.88,0.77,0.0989
Cu,[110],STGB,FCC,MACE,3,(-1 1 1),70.53,0.01,0.0004
Cu,[110],STGB,FCC,MACE,43,(5 -5 -6),80.63,0.47,0.0124
Cu,[110],STGB,FCC,MACE,17,(3 -3 -4),86.63,0.59,0.0083
Cu,[110],STGB,FCC,MEAM,289,(1 -1 24),6.74,1.16,0.0323
Cu,[110],STGB,FCC,MEAM,243,(-11 11 1),7.36,1.07,0.0362
Cu,[110],STGB,FCC,MEAM,201,(-10 10 1),8.09,1.10,0.0380
Cu,[110],STGB,FCC,MEAM,291,(1 -1 17),9.51,1.24,0.0435
Cu,[110],STGB,FCC,MEAM,129,(-8 8 1),10.1,1.20,0.0429
Cu,[110],STGB,FCC,MEAM,227,(-15 15 2),10.77,1.33,0.0456
Cu,[110],STGB,FCC,MEAM,99,(-7 7 1),11.54,1.45,0.0409
Cu,[110],STGB,FCC,MEAM,73,(-6 6 1),13.44,1.32,0.0370
Cu,[110],STGB,FCC,MEAM,51,(-5 5 1),16.1,1.29,0.0362
Cu,[110],STGB,FCC,MEAM,83,(-9 9 2),17.86,1.30,0.0427
Cu,[110],STGB,FCC,MEAM,33,(-4 4 1),20.05,1.25,0.0353
Cu,[110],STGB,FCC,MEAM,19,(-3 3 1),26.53,1.17,0.0333
Cu,[110],STGB,FCC,MEAM,27,(-5 5 2),31.59,1.16,0.0363
Cu,[110],STGB,FCC,MEAM,89,(-2 2 -9),34.89,1.42,0.0427
Cu,[110],STGB,FCC,MEAM,9,(-1 1 -4),38.94,0.99,0.0280
Cu,[110],STGB,FCC,MEAM,57,(-2 2 -7),44,1.36,0.0375
Cu,[110],STGB,FCC,MEAM,59,(-5 5 3),45.98,1.11,0.0364
Cu,[110],STGB,FCC,MEAM,11,(-3 3 2),50.48,1.21,0.0326
Cu,[110],STGB,FCC,MEAM,41,(-3 3 -8),55.88,1.09,0.0359
Cu,[110],STGB,FCC,MEAM,97,(-5 5 -12),61.02,1.19,0.0368
Cu,[110],STGB,FCC,MEAM,67,(-3 3 -7),62.44,0.84,0.0194
Cu,[110],STGB,FCC,MEAM,3,(-1 1 1),70.53,0.06,0.0015
Cu,[110],STGB,FCC,MEAM,81,(7 -7 -8),77.88,1.19,0.0308
Cu,[110],STGB,FCC,MEAM,43,(5 -5 -6),80.63,1.21,0.0328
Cu,[110],STGB,FCC,MEAM,17,(3 -3 -4),86.63,1.16,0.0332
Cu,[110],STGB,FCC,ORB,51,(-5 5 1),16.1,0.61,0.0155
Cu,[110],STGB,FCC,ORB,33,(-4 4 1),20.05,0.60,0.0094
Cu,[110],STGB,FCC,ORB,19,(-3 3 1),26.53,0.69,0.0076
Cu,[110],STGB,FCC,ORB,27,(-5 5 2),31.59,0.83,0.0253
Cu,[110],STGB,FCC,ORB,9,(-1 1 -4),38.94,0.69,0.0208
Cu,[110],STGB,FCC,ORB,11,(-3 3 2),50.48,0.76,0.0303
Cu,[110],STGB,FCC,ORB,41,(-3 3 -8),55.88,0.69,0.0213
Cu,[110],STGB,FCC,ORB,43,(5 -5 -6),80.63,0.47,0.0116
Cu,[110],STGB,FCC,ORB,17,(3 -3 -4),86.63,0.57,0.0073
Cu,[110],STGB,FCC,SNAP,289,(1 -1 24),6.74,0.46,0.0078
Cu,[110],STGB,FCC,SNAP,243,(-11 11 1),7.36,0.54,0.0100
Cu,[110],STGB,FCC,SNAP,201,(-10 10 1),8.09,0.58,0.0100
Cu,[110],STGB,FCC,SNAP,291,(1 -1 17),9.51,0.63,0.0100
Cu,[110],STGB,FCC,SNAP,129,(-8 8 1),10.1,0.65,0.0115
Cu,[110],STGB,FCC,SNAP,227,(-15 15 2),10.77,0.66,0.0107
Cu,[110],STGB,FCC,SNAP,99,(-7 7 1),11.54,0.55,0.0082
Cu,[110],STGB,FCC,SNAP,73,(-6 6 1),13.44,0.62,0.0088
Cu,[110],STGB,FCC,SNAP,51,(-5 5 1),16.1,0.69,0.0106
Cu,[110],STGB,FCC,SNAP,83,(-9 9 2),17.86,0.82,0.0167
Cu,[110],STGB,FCC,SNAP,33,(-4 4 1),20.05,0.75,0.0119
Cu,[110],STGB,FCC,SNAP,19,(-3 3 1),26.53,0.78,0.0133
Cu,[110],STGB,FCC,SNAP,27,(-5 5 2),31.59,0.91,0.0188
Cu,[110],STGB,FCC,SNAP,89,(-2 2 -9),34.89,0.89,0.0157
Cu,[110],STGB,FCC,SNAP,9,(-1 1 -4),38.94,0.78,0.0131
Cu,[110],STGB,FCC,SNAP,57,(-2 2 -7),44,0.87,0.0153
Cu,[110],STGB,FCC,SNAP,59,(-5 5 3),45.98,0.59,0.0130
Cu,[110],STGB,FCC,SNAP,11,(-3 3 2),50.48,0.86,0.0150
Cu,[110],STGB,FCC,SNAP,41,(-3 3 -8),55.88,0.54,0.0098
Cu,[110],STGB,FCC,SNAP,97,(-5 5 -12),61.02,0.64,0.0104
